Status,Daily Review,WeekKey,Date,duration (m)f,start time,end time,Type,Notes,Cognitive Headroom,Focus,Friction,Deep Score,Deep Flag,Deep Work Min,作成日時,In This Week,In Last Week,Interview Min,Prep Min,WrapUp Min,TI Min," learning content"
Done,2026-02-03 (https://www.notion.so/2026-02-03-2fbd5c5438fd80e9b0fdc79b186bd7c6?pvs=21),2026-W06,2026-02-03,18,"February 3, 2026 11:11 AM (GMT+9)","February 3, 2026 11:29 AM (GMT+9)",Rest,,1,1,1,2.3,No,0,"February 3, 2026 11:11 AM",No,Yes,0,0,0,,
Done,2026-02-03 (https://www.notion.so/2026-02-03-2fbd5c5438fd80e9b0fdc79b186bd7c6?pvs=21),2026-W06,2026-02-03,23,"February 3, 2026 11:29 AM (GMT+9)","February 3, 2026 11:52 AM (GMT+9)",Prep,"やった：学習の進め方についての相談なので、相談のフローと実際に学習でのプロセスを表示できるように準備した
詰まった/気づいた：",3,3,1,3.7,No,0,"February 3, 2026 11:29 AM",No,Yes,0,23,0,,
Done,2026-02-03 (https://www.notion.so/2026-02-03-2fbd5c5438fd80e9b0fdc79b186bd7c6?pvs=21),2026-W06,2026-02-03,18,"February 3, 2026 11:52 AM (GMT+9)","February 3, 2026 12:10 PM (GMT+9)",Interview,"やった：公式ドキュメントの読み解き方 | 学習の進め方について
詰まった/気づいた：",4,3,1,4,Yes,18,"February 3, 2026 12:10 PM",No,Yes,18,0,0,,
Done,2026-02-03 (https://www.notion.so/2026-02-03-2fbd5c5438fd80e9b0fdc79b186bd7c6?pvs=21),2026-W06,2026-02-03,32,"February 3, 2026 12:11 PM (GMT+9)","February 3, 2026 12:43 PM (GMT+9)",WrapUp,"やった：内容の文字起こし、antigravityで管理のskills作成、昼休憩に入るので午後の学習スタートで何をするかを整理
詰まった/気づいた：",3,3,1,3.7,No,0,"February 3, 2026 12:11 PM",No,Yes,0,0,32,,
Done,2026-02-03 (https://www.notion.so/2026-02-03-2fbd5c5438fd80e9b0fdc79b186bd7c6?pvs=21),2026-W06,2026-02-03,124,"February 3, 2026 12:45 PM (GMT+9)","February 3, 2026 2:49 PM (GMT+9)",Rest,"やった：昼食、昼寝(40m)、散歩
詰まった/気づいた：",1,1,1,2.3,No,0,"February 3, 2026 12:45 PM",No,Yes,0,0,0,,
Done,2026-02-03 (https://www.notion.so/2026-02-03-2fbd5c5438fd80e9b0fdc79b186bd7c6?pvs=21),2026-W06,2026-02-03,60,"February 3, 2026 2:50 PM (GMT+9)","February 3, 2026 3:50 PM (GMT+9)",👨‍💻 カリキュラム,"やった：フェーズ1からフェーズ２の実行と検証
詰まった/気づいた：フェーズ１を元にしてざっくりと調べて完璧にしないで実行を意識してやった。",4,4,2,4,Yes,60,"February 3, 2026 2:50 PM",No,Yes,0,0,0,,
Done,2026-02-03 (https://www.notion.so/2026-02-03-2fbd5c5438fd80e9b0fdc79b186bd7c6?pvs=21),2026-W06,2026-02-03,67,"February 3, 2026 3:52 PM (GMT+9)","February 3, 2026 4:59 PM (GMT+9)",Other,"やった：CLIを使ったソースコード解析環境構築
詰まった/気づいた：",3,3,3,3,No,0,"February 3, 2026 3:52 PM",No,Yes,0,0,0,,
Done,2026-02-03 (https://www.notion.so/2026-02-03-2fbd5c5438fd80e9b0fdc79b186bd7c6?pvs=21),2026-W06,2026-02-03,30,"February 3, 2026 6:48 PM (GMT+9)","February 3, 2026 7:18 PM (GMT+9)",🧠 計画・振り返り,"やった：1日の振り返り、学種の言語化
詰まった/気づいた：学習中の疑問を言語化したりまとめるだけでもokと考えるだけで気持ちも楽だし心理的負荷が少なくできている",3,4,1,4,Yes,30,"February 3, 2026 6:48 PM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,9,"February 5, 2026 7:01 AM (GMT+9)","February 5, 2026 7:10 AM (GMT+9)",🧠 計画・振り返り,"やった：1日の学習計画
詰まった/気づいた：",3,3,3,3,No,0,"February 5, 2026 7:03 AM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,65,"February 5, 2026 7:13 AM (GMT+9)","February 5, 2026 8:18 AM (GMT+9)",👨‍💻 カリキュラム,"やった：言語化駆動の実装フレームワーク｜フェーズ１
詰まった/気づいた：セッションごとに時間を区切ってやることでさらに完璧主義対策や目的意識を持って学習できていた",5,5,3,4.3,Yes,65,"February 5, 2026 7:13 AM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,100,"February 5, 2026 8:24 AM (GMT+9)","February 5, 2026 10:04 AM (GMT+9)",Other,散髪,,,,2,No,0,"February 5, 2026 8:24 AM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,38,"February 5, 2026 10:10 AM (GMT+9)","February 5, 2026 10:48 AM (GMT+9)",👨‍💻 カリキュラム,"やった：言語化駆動の実装フレームワーク｜未知特定フェーズ
詰まった/気づいた：ドキュメント読んで理解を壁うち　→　回転率を上げることができる",5,5,4,4,Yes,38,"February 5, 2026 10:48 AM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,34,"February 5, 2026 10:53 AM (GMT+9)","February 5, 2026 11:27 AM (GMT+9)",👨‍💻 カリキュラム,"やった：言語化駆動の実装フレームワーク｜実装と検証
詰まった/気づいた：1h続けていると後半は考えが雑になってきている感覚がある",4,4,4,3.3,No,0,"February 5, 2026 10:53 AM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,19,"February 5, 2026 11:29 AM (GMT+9)","February 5, 2026 11:48 AM (GMT+9)",Rest,,,,,2,No,0,"February 5, 2026 11:29 AM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,21,"February 5, 2026 11:48 AM (GMT+9)","February 5, 2026 12:09 PM (GMT+9)",👨‍💻 カリキュラム,"やった：実装と検証｜検索と全文検索のロジックについて学習
詰まった/気づいた：壁打ちをaiとすることで要点を押さえて学習できていた。注意点はどこまでも壁打ちが続くので完璧主義にならないように注意が必要",4,5,3,4,Yes,21,"February 5, 2026 11:48 AM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,33,"February 5, 2026 12:13 PM (GMT+9)","February 5, 2026 12:46 PM (GMT+9)",Rest,"やった：昼食、歯磨き
詰まった/気づいた：",,,,2,No,0,"February 5, 2026 12:13 PM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,32,"February 5, 2026 12:46 PM (GMT+9)","February 5, 2026 1:18 PM (GMT+9)",Exercise,"やった：散歩
詰まった/気づいた：",,,,2,No,0,"February 5, 2026 12:46 PM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,57,"February 5, 2026 1:23 PM (GMT+9)","February 5, 2026 2:20 PM (GMT+9)",👨‍💻 カリキュラム,"やった：言語化駆動の実装フレームワーク｜フェーズ１|プロフィール編集と画像アップロード機能追加
詰まった/気づいた：",4,4,3,3.7,No,0,"February 5, 2026 1:23 PM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,14,"February 5, 2026 2:22 PM (GMT+9)","February 5, 2026 2:36 PM (GMT+9)",Rest,"やった：散歩
詰まった/気づいた：このままサボって、netflixを見ても良いかなという気持ち",,,,2,No,0,"February 5, 2026 2:22 PM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,54,"February 5, 2026 2:38 PM (GMT+9)","February 5, 2026 3:32 PM (GMT+9)",👨‍💻 カリキュラム,"やった：実装と検証｜
詰まった/気づいた：カリキュラムを進めなが学習を進めていた。完璧主義を防ぐ。その中で、フレームワークで知識として実装のフローを言語化したり、未知をリストアップするという使い方は午後の集中力が落ちている学習には適していいる",3,4,3,3.3,No,0,"February 5, 2026 2:38 PM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,22,"February 5, 2026 3:36 PM (GMT+9)","February 5, 2026 3:58 PM (GMT+9)",Rest,"やった：youtubeでお気に入りの音楽を聴く
詰まった/気づいた：このまま終わってnetflixを見たいという気持ち。明日でもいい気持ちがある",,,,2,No,0,"February 5, 2026 3:36 PM",No,Yes,0,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,65,"February 5, 2026 3:59 PM (GMT+9)","February 5, 2026 5:04 PM (GMT+9)",Prep,"やった：技術面談で相談する内容のまとめ
詰まった/気づいた：相談する時の趣旨や論点を決めるのに時間がかかるし、少し難しい。",4,5,4,3.7,No,0,"February 5, 2026 3:59 PM",No,Yes,0,65,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,14,"February 5, 2026 5:04 PM (GMT+9)","February 5, 2026 5:18 PM (GMT+9)",Interview,"やった：技術面談で相談する内容のまとめ
詰まった/気づいた：相談する時の趣旨や論点を決めるのに時間がかかるし、少し難しい。",3,3,3,3,No,0,"February 5, 2026 5:18 PM",No,Yes,14,0,0,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,11,"February 5, 2026 5:19 PM (GMT+9)","February 5, 2026 5:30 PM (GMT+9)",WrapUp,"やった：manusで音声か。ファイルを整理のみで完了とする
詰まった/気づいた：フレームワークに満たせているかを採点するようにskillsを構築するのと良いかも。それで技術面談のフィードバックの可視化もできるな",3,3,1,3.7,No,0,"February 5, 2026 5:19 PM",No,Yes,0,0,11,,
Done,2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21),2026-W06,2026-02-05,47,"February 5, 2026 7:11 PM (GMT+9)","February 5, 2026 7:58 PM (GMT+9)",🧠 計画・振り返り,"やった：1日の振り返り、学種の言語化
詰まった/気づいた：gemの再度言語化は難しく少しまとめるのに少し時間がかかっていた。gemのドキュメントを参照しながら、再度考えやその時の思考を言語化することで、全体のフローも言語化できた",3,5,3,3.7,No,0,"February 5, 2026 7:11 PM",No,Yes,0,0,0,,
Done,"2026-02-05 (https://www.notion.so/2026-02-05-2fdd5c5438fd8091a811d398d0f7321b?pvs=21), 2026-02-06 (https://www.notion.so/2026-02-06-2fed5c5438fd80a69cb2dbec865b4909?pvs=21)",2026-W06,2026-02-06,14,"February 6, 2026 7:04 AM (GMT+9)","February 6, 2026 7:18 AM (GMT+9)",🧠 計画・振り返り,"やった：1日の学習計画
詰まった/気づいた：",3,3,3,3,No,0,"February 6, 2026 7:04 AM",No,Yes,0,0,0,,
Done,2026-02-06 (https://www.notion.so/2026-02-06-2fed5c5438fd80a69cb2dbec865b4909?pvs=21),2026-W06,2026-02-06,58,"February 6, 2026 7:18 AM (GMT+9)","February 6, 2026 8:16 AM (GMT+9)",👨‍💻 カリキュラム,"やった：carrie wave学習 | editアクション実装
詰まった/気づいた：",,,,2,No,0,"February 6, 2026 7:18 AM",No,Yes,0,0,0,,
Done,,2026-W06,2026-02-06,50,"February 6, 2026 8:16 AM (GMT+9)","February 6, 2026 9:06 AM (GMT+9)",Rest,"やった：散歩、シャワー、コーヒー準備
詰まった/気づいた：",,,,2,No,0,"February 6, 2026 9:06 AM",No,Yes,0,0,0,,
Done,2026-02-06 (https://www.notion.so/2026-02-06-2fed5c5438fd80a69cb2dbec865b4909?pvs=21),2026-W06,2026-02-06,58,"February 6, 2026 9:07 AM (GMT+9)","February 6, 2026 10:05 AM (GMT+9)",👨‍💻 カリキュラム,"やった：editアクション実装
詰まった/気づいた：エラー発生時に仮説は持って、ささっとエラープロンプトで壁打ちを繰り返した方が回転率を上げることができる。１セッションでeditができるまで持って行けた",4,5,3,4,Yes,58,"February 6, 2026 9:07 AM",No,Yes,0,0,0,,
Done,,2026-W06,2026-02-06,20,"February 6, 2026 10:07 AM (GMT+9)","February 6, 2026 10:27 AM (GMT+9)",Rest,,,,,2,No,0,"February 6, 2026 10:07 AM",No,Yes,0,0,0,,
Done,2026-02-06 (https://www.notion.so/2026-02-06-2fed5c5438fd80a69cb2dbec865b4909?pvs=21),2026-W06,2026-02-06,62,"February 6, 2026 10:27 AM (GMT+9)","February 6, 2026 11:29 AM (GMT+9)",👨‍💻 カリキュラム,"やった：言語化駆動の実装フレームワーク｜パスワードリセット機能
詰まった/気づいた：gem解読でメタ認知思考が働いていない。達成したことによる、明日でも良いかという気持ちで集中できていない",2,3,5,2,No,0,"February 6, 2026 10:30 AM",No,Yes,0,0,0,,
Done,,2026-W06,2026-02-06,36,"February 6, 2026 11:32 AM (GMT+9)","February 6, 2026 12:08 PM (GMT+9)",Rest,"やった：散歩、猫youtube、音楽
詰まった/気づいた：技術面談、カリキュラムをしたくないという気持ちをひたすら散歩と、ねこyouube、音楽で紛らわした",1,1,1,2.3,No,0,"February 6, 2026 11:32 AM",No,Yes,0,0,0,,
Done,2026-02-06 (https://www.notion.so/2026-02-06-2fed5c5438fd80a69cb2dbec865b4909?pvs=21),2026-W06,2026-02-06,21,"February 6, 2026 12:10 PM (GMT+9)","February 6, 2026 12:31 PM (GMT+9)",Prep,"やった：本当に疑問点や聞きたいことをまとめて、あとはgithubドキュメントを準備して完了
詰まった/気づいた：",3,3,3,3,No,0,"February 6, 2026 12:10 PM",No,Yes,0,21,0,,
Done,2026-02-06 (https://www.notion.so/2026-02-06-2fed5c5438fd80a69cb2dbec865b4909?pvs=21),2026-W06,2026-02-06,16,"February 6, 2026 12:31 PM (GMT+9)","February 6, 2026 12:47 PM (GMT+9)",Interview,"やった：gemの読み解き方について相談 | 聞きたいことを明確化、実際に自分のプロセス、講師の方の考えを聞くというフェーズ
詰まった/気づいた：",4,4,3,3.7,No,0,"February 6, 2026 12:31 PM",No,Yes,16,0,0,,
Done,2026-02-06 (https://www.notion.so/2026-02-06-2fed5c5438fd80a69cb2dbec865b4909?pvs=21),2026-W06,2026-02-06,7,"February 6, 2026 12:47 PM (GMT+9)","February 6, 2026 12:54 PM (GMT+9)",WrapUp,"やった：manusで音声か。ファイルを整理のみで完了とする
詰まった/気づいた：",1,1,1,2.3,No,0,"February 6, 2026 12:54 PM",No,Yes,0,0,7,,
Done,2026-02-06 (https://www.notion.so/2026-02-06-2fed5c5438fd80a69cb2dbec865b4909?pvs=21),2026-W06,2026-02-06,42,"February 6, 2026 6:52 PM (GMT+9)","February 6, 2026 7:34 PM (GMT+9)",🧠 計画・振り返り,"やった：1日の振り返り
詰まった/気づいた：",3,3,4,2.7,No,0,"February 6, 2026 6:52 PM",No,Yes,0,0,0,,
Done,2026-02-07 (https://www.notion.so/2026-02-07-2ffd5c5438fd80d9a7d4e58f3eef2db1?pvs=21),2026-W06,2026-02-07,85,"February 7, 2026 7:32 AM (GMT+9)","February 7, 2026 8:57 AM (GMT+9)",Exercise,"やった：HITT
詰まった/気づいた：前日の寝る直前までベッドでipadでnetflix見ていて起きたらスッキリしなくて何もしたくないモードだったので運動へ",1,1,1,2.3,No,0,"February 7, 2026 7:32 AM",No,Yes,0,0,0,,
Done,2026-02-07 (https://www.notion.so/2026-02-07-2ffd5c5438fd80d9a7d4e58f3eef2db1?pvs=21),2026-W06,2026-02-07,50,"February 7, 2026 9:16 AM (GMT+9)","February 7, 2026 10:06 AM (GMT+9)",👨‍💻 カリキュラム,"やった：gem letter_opnerを クローンをcliを使って理解の壁打ち
詰まった/気づいた：学習前は漠然とした不安やサボりたい欲があった。学習をスタートすると集中できて少し楽しくなっている感覚があった。",3,4,3,3.3,No,0,"February 7, 2026 9:16 AM",No,Yes,0,0,0,,
Done,2026-02-07 (https://www.notion.so/2026-02-07-2ffd5c5438fd80d9a7d4e58f3eef2db1?pvs=21),2026-W06,2026-02-07,40,"February 7, 2026 10:12 AM (GMT+9)","February 7, 2026 10:52 AM (GMT+9)",Other,アプリ触り,1,1,1,2.3,No,0,"February 7, 2026 10:12 AM",No,Yes,0,0,0,,
Done,2026-02-07 (https://www.notion.so/2026-02-07-2ffd5c5438fd80d9a7d4e58f3eef2db1?pvs=21),2026-W06,2026-02-07,17,"February 7, 2026 12:09 PM (GMT+9)","February 7, 2026 12:26 PM (GMT+9)",📚 読書,"やった：通勤読書
詰まった/気づいた：",3,3,1,3.7,No,0,"February 7, 2026 12:09 PM",No,Yes,0,0,0,,
Done,2026-02-07 (https://www.notion.so/2026-02-07-2ffd5c5438fd80d9a7d4e58f3eef2db1?pvs=21),2026-W06,2026-02-07,22,"February 7, 2026 5:24 PM (GMT+9)","February 7, 2026 5:46 PM (GMT+9)",🧠 計画・振り返り,"やった：1日まとめ、gem解読の執筆
詰まった/気づいた：",4,4,3,3.7,No,0,"February 7, 2026 5:24 PM",No,Yes,0,0,0,,
Done,,2026-W06,2026-02-08,152,"February 8, 2026 8:37 AM (GMT+9)","February 8, 2026 11:09 AM (GMT+9)",🧠 計画・振り返り,"やった：1週間の振り返り、Runteqレポート作成と提出
詰まった/気づいた：",3,3,3,3,No,0,"February 8, 2026 8:37 AM",No,Yes,0,0,0,,
Done,2026-02-09 (https://www.notion.so/2026-02-09-301d5c5438fd80d184c7e30915306293?pvs=21),2026-W07,2026-02-09,14,"February 9, 2026 7:41 AM (GMT+9)","February 9, 2026 7:55 AM (GMT+9)",🧠 計画・振り返り,"やった：朝の学習計画
詰まった/気づいた：実装しながら学習したいので軽く計画して完了とした",3,3,3,3,No,0,"February 9, 2026 7:41 AM",Yes,No,0,0,0,,
Done,2026-02-09 (https://www.notion.so/2026-02-09-301d5c5438fd80d184c7e30915306293?pvs=21),2026-W07,2026-02-09,61,"February 9, 2026 7:56 AM (GMT+9)","February 9, 2026 8:57 AM (GMT+9)",👨‍💻 カリキュラム,"やった：マイグレーションファイル作成と実装学習、Userモデルのパスワードメソッド実装の学習
詰まった/気づいた：ハンズオンのコードをaiで解説してもらいながら学習。漠然とフーンをなくす。マイグレーションやメソッドなどより開発の根幹部分の理解ができていないとai駆動開発ができないと考えたから",4,5,3,4,Yes,61,"February 9, 2026 7:56 AM",Yes,No,0,0,0,,
Done,2026-02-09 (https://www.notion.so/2026-02-09-301d5c5438fd80d184c7e30915306293?pvs=21),2026-W07,2026-02-09,61,"February 9, 2026 9:04 AM (GMT+9)","February 9, 2026 10:05 AM (GMT+9)",Exercise,,,,,2,No,0,"February 9, 2026 9:04 AM",Yes,No,0,0,0,,
Done,2026-02-09 (https://www.notion.so/2026-02-09-301d5c5438fd80d184c7e30915306293?pvs=21),2026-W07,2026-02-09,47,"February 9, 2026 10:14 AM (GMT+9)","February 9, 2026 11:01 AM (GMT+9)",👨‍💻 カリキュラム,"やった：Userモデルのパスワードメソッド実装の学習、ハッシュ省略記法、メソッド、からアクセスの見分け方
詰まった/気づいた：気分は落ち着いて学習できていた。でも何度か別のことを急にしたくなったりしていた",4,3,3,3.3,No,0,"February 9, 2026 10:14 AM",Yes,No,0,0,0,,
Done,2026-02-09 (https://www.notion.so/2026-02-09-301d5c5438fd80d184c7e30915306293?pvs=21),2026-W07,2026-02-09,13,"February 9, 2026 12:12 PM (GMT+9)","February 9, 2026 12:25 PM (GMT+9)",📚 読書,"やった：なぜOOP設計をするのか
詰まった/気づいた：本読んでいて眠気",2,3,2,3,No,0,"February 9, 2026 12:12 PM",Yes,No,0,0,0,,
Done,2026-02-09 (https://www.notion.so/2026-02-09-301d5c5438fd80d184c7e30915306293?pvs=21),2026-W07,2026-02-09,36,"February 9, 2026 5:09 PM (GMT+9)","February 9, 2026 5:45 PM (GMT+9)",🧠 計画・振り返り,"やった：1日の振り返りとまとめ
詰まった/気づいた：本読んでいて眠気",4,4,2,4,Yes,36,"February 9, 2026 5:09 PM",Yes,No,0,0,0,,
